nct_id,brief_title,official_title,overall_status,start_date,sponsor,condition,phase,intervention_name,intervention_type,primary_outcome,secondary_outcome,country,study_type,enrollment
NCT01983670,The Investigation of the Pre-movement Facilitation of Agonist-antagonist Muscles and the Effect of the Feedforward Rehabilitation in Individuals With Hypermetria,,COMPLETED,2009-07,Chang Gung University,Spinocerebellar Atrophy (SCA),NA,Temporal electrical stimulation,OTHER,Muscle evoked potential(MEP) | Electromyography(EMG) | Movement error,,Taiwan,INTERVENTIONAL,40
NCT04051593,Effects of Cervical Stabilization Exercise in Violinists With Chronic Neck Pain,"Cervical Stabilization Exercises Improved Pain, Disability, and Physical Impairments in University Violinists With Nonspecific Neck Pain",COMPLETED,2018-06-12,National Cheng Kung University,Neck Pain,NA,Cervical stabilization exercise,OTHER,Changes in self-reported neck pain: Numeric Rating Scale | Changes in neck disability,Changes in deep neck flexors function | Changes in cervical muscle endurance | Changes in cervical joint position sense | Changes in upper body posture,Taiwan,INTERVENTIONAL,24
NCT03700749,FALCON Trial Testing Measures to Reduce Surgical Site Infection,Pragmatic Multicentre FActorial Randomised Controlled triaL Testing Measures to reduCe Surgical Site Infection in lOw and Middle Income couNtries,UNKNOWN,2018-11-29,University of Birmingham,Abdominal Surgery | Surgical Site Infection,PHASE3,2% chlorhexidine + non-coated suture + 2% chlorhexidine + coated suture + 10%povidone-iodine + non-coated suture + 10%povidone-iodine + coated suture,DRUG,Surgical site infection (SSI),Physiological parameter - SSI at discharge from hospital | Mortality - patient mortality status | Physiological parameter - Unplanned wound opening | Re-operation for SSI | Length of hospital stay for index admission | Participant's Readmission | Questionnaire - return to normal activities | Resistance of organisms | Questionnaire - Health resource usage,Nigeria,INTERVENTIONAL,5480
NCT02227121,Acute Defibrillation Study,,TERMINATED,2015-02,Medtronic Cardiac Rhythm and Heart Failure,Ventricular Arrhythmias,NA,Defibrillation following induction of VT/VF,DEVICE,Defibrillation Outcome,,"Hong Kong, Netherlands, Poland, United Kingdom",INTERVENTIONAL,16
NCT06743646,Efficacy and Safety of ZVS101e in Patients With Bietti 's Crystalline Dystrophy,"A Multicenter, Randomized，Controlled，Phase 3 Clinical Trial to Evaluate the Efficacy and Safety of ZVS101e Administered as a Single Subretinal Injection in Subjects With Bietti's Crystalline Dystrophy (BCD)",RECRUITING,2024-12-27,"Chigenovo Co., Ltd",Bietti Crystalline Corneoretinal Dystrophy | Bietti Crystalline Dystrophy,PHASE3,ZVS101e,DRUG,Proportion of study eyes with a ≥15-letter improvement from baseline in BCVA,Change from Baseline in BCVA | Proportion of study eyes with a ≥10-letter improvement from baseline in BCVA | Change from baseline in multi-luminance mobility test (MLMT) score | Change from baseline in 25-Item visual function questionnaire (VFQ-25) score | Change from Baseline in microperimetry | Change from baseline in OCT | Incidence and severity of ocular and systemic adverse events,China,INTERVENTIONAL,62
NCT04776486,Iohexol Clearance in Critically Ill Patients With Augmented Renal Creatinine Clearance,Evaluation of Glomerular Filtration Rate Using Iohexol Plasma Clearance in Critically Ill Patients With Augmented Renal Creatinine Clearance,COMPLETED,2020-09-03,Assistance Publique - Hôpitaux de Paris,Augmented Renal Clearance | Critically Ill,NA,Iohexol,DRUG,GFR obtained by the iohexol clearance technique | GFR obtained by the creatinine clearance technique,GFR calculated using the Cockroft-Gault equation | GFR calculated using the Modification of diet in renal disease (MDRD) formula | GFR calculated using the Chronic Kidney Disease - Epidemiology Collaboration (CKD-EPI) equation | Plasmatic Levetiracetam dosing | Plasmatic Vancomycin dosing | Plasmatic Piperacillin dosing | Plasmatic Cefotaxim dosing | Plasmatic Aminoglycoside dosing,France,INTERVENTIONAL,90
NCT01208987,Improving Laboratory Follow-up by Delivering an Enhanced Medication List to Outpatient Physician Practices,,COMPLETED,2007-09-28,Indiana University,Medication Histories in Outpatient Clinic Patients,NA,Medication History was printed,OTHER,Count of medications (on a patient's medication list) for which recent (within 12 months) laboratory test monitoring is missing.,,United States,INTERVENTIONAL,5256
NCT04921306,Obese Human Beta-2-adrenergic Stimulation and Muscle Glucose Uptake,Targeting the Beta-2-adrenergic Pathway to Improve Skeletal Muscle Glucose Uptake in Obese Humans,COMPLETED,2022-08-16,Maastricht University,Type 2 Diabetes,PHASE2,Clenbuterol Hydrochloride + Placebo,DRUG,insulin-stimulated fluorodeoxyglucose (18F-FDG) uptake in quadriceps muscle.,insulin-stimulated 18F-FDG uptake in BAT,Netherlands,INTERVENTIONAL,14
NCT03586921,Primary Care Group Therapy for Depression/Anxiety for Women in Petropolis,Group Therapy in Primary Care for Women With Depression or Anxiety in Petropolis,COMPLETED,2006-05-19,Rio de Janeiro State University,Depression | Anxiety Disorders,PHASE3,Psychosocial Group Intervention + Enhanced Usual Care,BEHAVIORAL; OTHER,Depression (Beck Depression Inventory) | Depression (Beck Depression Inventory),"Anxiety (Beck Anxiety Inventory) | Anxiety (Beck Anxiety Inventory) | Quality of Life (World Health Organization Quality of Life Assessment, Brief Version) | Quality of Life (World Health Organization Quality of Life Assessment, Brief Version) | Quality of Life (World Health Organization Quality of Life Assessment, Brief Version)",,INTERVENTIONAL,340
NCT03086330,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo as add-on to SGLT-2i in Subjects With Type 2 Diabetes Mellitus,"Efficacy and Safety of Semaglutide Once-weekly Versus Placebo as add-on to SGLT-2i in Subjects With Type 2 Diabetes Mellitus. A 30-week Randomised, Double-blind, Placebo-controlled Trial",COMPLETED,2017-03-15,Novo Nordisk A/S,"Diabetes | Diabetes Mellitus, Type 2",PHASE3,Semaglutide + Placebo,DRUG,Change in HbA1c,"Change in Body Weight (kg) | Change in Fasting Plasma Glucose (FPG) | Change in Self-measured Plasma Glucose (SMPG), 7-point Profile: Mean 7-point Profile | Change in Self-measured Plasma Glucose (SMPG), 7-point Profile: Mean Post Prandial Increment (Over All Meals) | Change in Fasting Blood Lipid, Total Cholesterol | Change in Fasting Blood Lipid, Low-density Lipoprotein (LDL) Cholesterol | Change in Fasting Blood Lipid, High-density Lipoprotein (HDL) Cholesterol | Change in Fasting Blood Lipid, Triglycerides | Change in Body Weight (%) | Change in Body Mass Index | Change in Waist Circumference | Change in Systolic Blood Pressure | Change in Diastolic Blood Pressure | Change in Scores for Selected Patient Reported Outcomes: Short-form Health Survey (SF-36v2TM): Total Scores (Physical Component and Mental Component) and Scores From the 8 Domains | Change in Scores for Selected Patient Reported Outcomes: Diabetes Treatment Satisfaction Questionnaire (DTSQ): Treatment Satisfaction Score (Sum of 6 of 8 Items) and the 8 Items Separately | HbA1c Below 7.0% (53 mmol/Mol) | HbA1c Equal to or Below 6.5% (48 mmol/Mol) | Weight Loss Equal to or Above 3% | Weight Loss Equal to or Above 5% | Weight Loss Equal to or Above 10% | HbA1c Below 7.0% (53 mmol/Mol) Without Severe or BG Confirmed Symptomatic Hypoglycaemia Episodes and no Weight Gain | HbA1c Reduction Equal to or Above 1%-Point | HbA1c Reduction Equal to or Above 1%-Point and Weight Loss Equal to or Above 3% | HbA1c Reduction Equal to or Above 1%-Point and Weight Loss Equal to or Above 5% | HbA1c Reduction Equal to or Above 1%-Point and Weight Loss Equal to or Above 10% | Number of Treatment-emergent Adverse Events (TEAEs) | Number of Treatment Emergent Severe or BG Confirmed Symptomatic Hypoglycaemic Episodes | Change in Haematology: Haemoglobin | Change in Haematology: Haematocrit | Change in Haematology: Thrombocytes | Change in Haematology: Erythrocytes | Change in Haematology: Leucocytes | Change in Biochemistry: Amylase | Change in Biochemistry: Lipase | Change in Biochemistry: Alkaline Phosphatase | Change in Biochemistry: Alanine Aminotransferase | Change in Biochemistry: Aspartate Aminotransferase | Change in Biochemistry: Total Bilirubin | Change in Biochemistry: Albumin | Change in Biochemistry: Calcium (Total) | Change in Biochemistry: Potassium | Change in Biochemistry: Sodium | Change in Biochemistry: Bicarbonate | Change in Biochemistry: Estimated Glomerular Filtration Rate (eGFR) | Change in Biochemistry: Creatinine | Change in Calcitonin | Change in Pulse | Change in Electrocardiogram | Change in Physical Examination: General Appearance | Change in Physical Examination: Central and Peripheral Nervous System | Change in Physical Examination: Cardiovascular System | Change in Physical Examination: Gastrointestinal System Including Mouth | Change in Physical Examination: Skin | Change in Physical Examination: Respiratory System | Change in Physical Examination: Lymph Node Palpation | Change in Physical Examination: Thyroid Gland | Change in Fundoscopy","Austria, Canada, Japan, Norway, Puerto Rico, Russia, United States",INTERVENTIONAL,302
NCT06471517,Neuroprosthetic Device for Improving Issues Caused by Diabetic Neuropathy With Specifically Designed Neural Stimulation,Neuroprosthetic Device for Improving Issues Caused by Diabetic Neuropathy With Specifically Designed Neural Stimulation,RECRUITING,2024-06-13,Institute Mihajlo Pupin,"Neuropathy;Peripheral | Neuropathy, Diabetic | Neuropathy, Painful",NA,Somatosensory feedback,DEVICE,Location of evoked sensations | Stimulation threshold range to a variety of stimulus parameters | Safety of the participants,Impact of providing somatosensory feedback on mobility | Impact of providing somatosensory feedback on balance | Impact of providing somatosensory feedback on balance | Impact of providing sensory feedback on neuropathic pain from pre treatment to post treatment | Impact of providing sensory feedback on neuropathic pain from pre treatment to post treatment and before and after each session | Impact of providing sensory feedback on volume of oxygen (VO2) consumption (metabolic consumption) during walking | Impact of providing sensory feedback on tactile acuity | Impact of providing sensory feedback on proprioception | Impact of providing sensory feedback on sensitivity (Quantitative sensory testing) | Impact of providing sensory feedback on dual-task gait assessment | Impact of providing superficial stimulation on feet swelling | Treatment Satisfaction Measure,Serbia,INTERVENTIONAL,20
NCT00707941,Oseltamivir Randomised Controlled Efficacy Trial,"Efficacy of Oseltamivir in Reducing the Duration of Clinical Illness, Viral Shedding, and Transmissibility Reduction Within Households Among Participants in an Influenza Disease Burden Surveillance Cohort in Urban Dhaka, Bangladesh",COMPLETED,2008-05,"International Centre for Diarrhoeal Disease Research, Bangladesh",Influenza | Pneumonia | Lower Respiratory Tract Infection | Upper Respiratory Tract Infection | Viral Shedding,PHASE3,Oseltamivir + Placebo,DRUG,Duration of clinical illness among patients treated with oseltamivir vs placebo < 48 hours as well as ≥48 hours after illness onset | Duration of viral shedding among all treatment groups vs placebo | Compare the risk of transmission to household contacts by treatment group vs placebo | The effect of neuraminidase inhibitor use on the emergence of resistance | Clinical complications associated with influenza among all treatment groups vs placebo,Effect of acute neuraminidase inhibitor treatment on influenza incidence in the population | Transmission of resistant mutations within households | Viral shedding in stool and effect of oseltamivir on stool shedding if present,Bangladesh,INTERVENTIONAL,1190
NCT00509899,Open Label Ruxolitinib (INCB018424) in Patients With Myelofibrosis and Post Polycythemia Vera/Essential Thrombocythemia Myelofibrosis,"A Phase 1/2, Open-Label Study of the JAK2 Inhibitor INCB018424 Administered Orally to Patients With Primary Myelofibrosis (PMF) and Post Polycythemia Vera/Essential Thrombocythemia Myelofibrosis (Post-PV/ET)",COMPLETED,2007-06,Incyte Corporation,Myelofibrosis | Polycythemia Vera | Thrombocytosis,"PHASE1, PHASE2",Ruxolitinib,DRUG,Number of Participants With Adverse Events (AEs) | Percentage of Participants With Clinical Improvement (CI) Over Time,Percentage of Participants Achieving ≥ 50% Reduction From Baseline in Spleen Palpation Length Over Time | Percentage of Participants With ≥ 35% Reduction From Baseline in Spleen Volume Over Time | Change From Baseline in Myelofibrosis Total Symptom Score at Week 24 | Change From Baseline to Week 24 in Health-Related Quality of Life | Change From Baseline in Body Weight Over Time | Change From Baseline to Week 24 in Eastern Cooperative Oncology Group (ECOG) Performance Status,United States,INTERVENTIONAL,154
NCT04570787,Bladder Catheterization After Mini-PCNL,Single-center Randomized Study Evaluating Feasibility of Routine Bladder Catheterization After Mini- Percutaneous Nephrolithotripsy (PCNL),UNKNOWN,2020-07-01,St. Petersburg State Pavlov Medical University,Urolithiasis,NA,Urinary bladder catheterisation,PROCEDURE,To measure the level of pain in patients,To register the AE regarding catheterization or absence of catheterization,Russia,INTERVENTIONAL,60
NCT03146533,CD19 CART Cells for Patients With Relapse and Refractory CD19+ B-cell Lymphoma.,Phase I/II Study of CD19 CART Cells for Patients With Relapse and Refractory CD19+ B-cell Lymphoma.,UNKNOWN,2017-05,Shenzhen Second People's Hospital,B Cell Lymphoma,"PHASE1, PHASE2",Fludarabine + Cyclophosphamide + CD19 CART,BIOLOGICAL; DRUG,safety as assessed by the occurence of study related adverse events | observe the maximum tolerated dose (MTD) | objective response rate | disease control rate | overall survival | Progression-Free Survival,Determine duration of in vivo survival of CD19 CART cells | Peripheral blood cytokines | subgroup of T cell,China,INTERVENTIONAL,20
NCT06181760,A Study to Evaluate the Safety of Fenretinide in Healthy Volunteers,"A Phase 1a, Randomized, Double-blind Placebo-controlled Study to Evaluate Safety and Tolerability and to Characterize the Pharmacokinetic Profile of Single Ascending Doses of Fenretinide Oral Capsules in Healthy Adult Volunteers",COMPLETED,2023-11-22,Island Pharmaceuticals,Safety and Tolerability,PHASE1,Fenretinide + Placebo,DRUG,Number and % of Subjects Experiencing Adverse Events Following a Single Oral Dose of Fenretinide Under Fasted Conditions | Number and % of Subjects Experiencing Serious Adverse Events Following a Single Oral Dose of Fenretinide Under Fasted Conditions | Number and % of Subjects Experiencing Adverse Events Following a Single Oral Dose of Fenretinide Under Fed Conditions | Number and % of Subjects Experiencing Serious Adverse Events Following a Single Oral Dose of Fenretinide Under Fed Conditions,Assess the CMax - Observed Maximum Plasma Concentration Following a Single Oral Dose of Fenretinide | Assess the TMax - Time to Reach Maximum Concentration Curve Following a Single Oral Dose of Fenretinide in the Fasted and Fed State | Assess the AUC-∞ Area Under the Concentration Curve From Zero to Infinite Time Following a Single Oral Dose of Fenretinide in the Fasted and Fed State | Assess the AUC(Last) - Area Under the Curve up to the Last Quantifiable Timepoint After a Single Oral Dose of Fenretinide in the Fasted and Fed State | Assess the Half Life of a Single Oral Dose of Fenretinide in the Fasted and Fed State,Australia,INTERVENTIONAL,25
NCT00345176,Age-Related Eye Disease Study 2 (AREDS2),"Age-Related Eye Disease Study 2 (AREDS2): A Multi-center, Randomized Trial of Lutein, Zeaxanthin and Omega-3 Long-Chain Polyunsaturated Fatty Acids (Docosahexaenoic Acid [DHA] and Eicosapentaenoic Acid [EPA]) in Age-Related Macular Degeneration",COMPLETED,2006-09,National Eye Institute (NEI),Age-related Macular Degeneration | Cataract,PHASE3,Lutein/zeaxanthin + DHA/EPA + Lutein/zeaxanthin and DHA/EPA,DIETARY_SUPPLEMENT; DRUG,Development of Advanced AMD in People at Moderate to High Risk for Progression.,Progression to Moderate Vision Loss | Adverse Events | Progression to Cataract Surgery,United States,INTERVENTIONAL,4203
